id,legacyId,firstName,lastName,avgRating,numRatings,wouldTakeAgainPercent,avgDifficulty,department
VGVhY2hlci0yMjAwOTMx,2200931,Catherine,Lamaison,5.0,3,100.0,3.0,Languages
VGVhY2hlci0yNjc4MjE3,2678217,Sabrina,Zhang,1.0,1,0.0,5.0,Communication
VGVhY2hlci0xNzMyNDA3,1732407,Kunal,Dasgupta,3.4,8,80.0,2.4,Economics
VGVhY2hlci0xOTM5MDY5,1939069,Brent,Miles,5.0,2,100.0,3.0,Literature
VGVhY2hlci0yNjE4MDY3,2618067,Brett,Cochrane,5.0,2,100.0,3.5,Psychology
VGVhY2hlci0yMjY4NzI3,2268727,Adil,Mansure,1.0,3,0.0,3.3,Architecture
VGVhY2hlci0yNTQ1MDAw,2545000,Kenneth,Duggan,3.5,2,50.0,2.5,History
VGVhY2hlci0yMTExNDY2,2111466,Marie-Emilie,Masson,3.7,3,50.0,3.0,Languages
VGVhY2hlci0xMDMxNDQ0,1031444,David,Goldstein,4.8,3,100.0,2.0,Psychology
VGVhY2hlci0yNTE5MDA5,2519009,Dan,Ryan,4.5,2,100.0,2.5,Information Science
VGVhY2hlci0yNTczODMz,2573833,Isabelle,Massicotte,5.0,1,100.0,2.0,Languages
VGVhY2hlci0yNjI1NTI4,2625528,Ehsan,Noei,5.0,1,100.0,4.0,Computer Science
VGVhY2hlci0xMDA1Mjgy,1005282,Dan,Dolderman,4.3,4,100.0,3.5,Psychology
VGVhY2hlci0yMzIxMzM4,2321338,Sasha,Gorjeltchan,2.7,3,33.3333,4.0,Art History
VGVhY2hlci0yMjc0NDMy,2274432,Mark,Fortney,3.7,3,66.6667,3.7,Philosophy
VGVhY2hlci0yMzgwNzY1,2380765,Lawrence,Williams,4.0,18,72.2222,3.5,Sociology
VGVhY2hlci0yNTI1MDA0,2525004,Syed,Ahmed,5.0,2,100.0,4.0,Computer Science
VGVhY2hlci0yNjExOTgz,2611983,Tony,Harris,5.0,1,100.0,3.0,Management
VGVhY2hlci0yNTkwNTUw,2590550,Anna,Frolova,4.0,1,100.0,4.0,Languages
VGVhY2hlci0yMjQ1NDUy,2245452,Karol,Czuba,2.7,3,33.3333,2.7,Political Science
VGVhY2hlci0yNTgyMDcz,2582073,Wendy,Luo,4.3,16,93.75,3.7,Languages
VGVhY2hlci0yNDUzMDkz,2453093,Amir,Ashouri,4.8,4,100.0,4.3,Computer Science
VGVhY2hlci0yMjc0NDM2,2274436,Benjamin,Wald,3.2,14,57.1429,3.5,Philosophy
VGVhY2hlci0yNTgwNTMy,2580532,Barry,Sampson,1.0,1,0.0,3.0,Architecture
VGVhY2hlci0yNTc3MjI5,2577229,CC,Gadza,5.0,1,100.0,4.0,Economics
VGVhY2hlci0yNTM4MTQ1,2538145,Zhengyu,Li,4.5,4,75.0,3.3,Mathematics
VGVhY2hlci0yMzI1OTUx,2325951,Pushpa,Acharya,3.5,2,50.0,3.0,History
VGVhY2hlci0yNTE1MTk2,2515196,Casey,Jao,3.0,2,0.0,4.0,Mathematics
VGVhY2hlci0yNTU3NzEy,2557712,Olga,Kaminer,3.0,1,0.0,3.0,Business
VGVhY2hlci0yNDcxNzI0,2471724,Richard,Derryberry,1.9,8,25.0,4.5,Mathematics
VGVhY2hlci0yMzM2OTk5,2336999,David,Punzalan,4.2,5,80.0,2.2,Biology
VGVhY2hlci0yMTcwODU2,2170856,Marco,Lettieri,5.0,6,100.0,3.2,Languages
VGVhY2hlci0xODcxMDM4,1871038,Steven,Osiel,3.8,6,100.0,3.7,Business
VGVhY2hlci0yMjY2NTk4,2266598,Toniann,Pitassi,2.0,3,33.3333,4.0,Computer Science
VGVhY2hlci0yMTEyMTM5,2112139,Andrew,Meyertholen,4.9,25,100.0,2.3,Physics
VGVhY2hlci0xODg5OTk2,1889996,Robert,Robere,5.0,3,100.0,3.0,Computer Science
VGVhY2hlci0yNDk3NDg0,2497484,Richard,Foty,3.0,1,0.0,3.0,Medicine
VGVhY2hlci0yMjg4NDAz,2288403,Ozgur,Esentepe,4.0,6,66.6667,3.8,Mathematics
VGVhY2hlci0yMTM2MzY1,2136365,Robert,Jerrard,3.8,6,80.0,3.2,Mathematics
VGVhY2hlci0yMTgyNjg0,2182684,Caitlin,Burton,2.9,9,44.4444,4.2,Psychology
VGVhY2hlci0yNDAwOTE3,2400917,Matteo,Brera,5.0,1,100.0,4.0,Humanities
VGVhY2hlci0yMjgxNTI5,2281529,Xiao,Han,5.0,1,100.0,3.0,Environment
VGVhY2hlci0yMDQ1MjAw,2045200, Abdallah,Farraj,5.0,4,100.0,3.5,Computer Science
VGVhY2hlci0xNDUxNjgx,1451681,Kathy,Voltan,3.8,4,50.0,2.3,Humanities
VGVhY2hlci0yMzI0MjYx,2324261,Amanda,Sherman,2.2,9,33.3333,4.0,Psychology
VGVhY2hlci0yMTcyMTAx,2172101,Angelina,Paolozza,3.7,8,50.0,3.9,Psychology
VGVhY2hlci0yMzI3OTQx,2327941,Iska,Moxon-Emre,4.6,7,85.7143,3.2,Psychology
VGVhY2hlci0yMzg4Njc1,2388675,Travis,Ens,5.0,1,100.0,4.0,Mathematics
VGVhY2hlci0yMjQ0OTM4,2244938,Caitlin,Hines,4.5,2,100.0,2.5,Classics
VGVhY2hlci0yMzY0NTEw,2364510,Guillermo,Verdecchia,2.5,2,50.0,3.5,Theater
VGVhY2hlci0yMTg2ODU2,2186856,Jim,Cullen,5.0,2,100.0,2.5,Social Work
VGVhY2hlci0xODMzMTY2,1833166,Mariana,Mota Prado,3.0,2,0.0,2.0,Law
VGVhY2hlci0yMzQ0MzI2,2344326,Chris,Damaren,5.0,1,100.0,3.0,Aerospace Studies
VGVhY2hlci0yMzQxNjI1,2341625,Yona,Lunsky,1.0,1,0.0,5.0,Psychology
VGVhY2hlci0yMjg4NjYw,2288660,Patrick,Jachyra,5.0,1,100.0,2.0,Physical Education
VGVhY2hlci0yMzEyMjUz,2312253,Kai,Arzheimer,5.0,1,100.0,3.0,Political Science
VGVhY2hlci0yMjQ0NzIz,2244723,Janice,Boddy,3.0,1,100.0,2.0,Anthropology
VGVhY2hlci0yMzAzMDk4,2303098,Jessika,Tremblay,5.0,1,100.0,3.0,Anthropology
VGVhY2hlci0yMTc0NTYy,2174562,Julia,Gamble,4.0,1,100.0,4.0,Anthropology
VGVhY2hlci0yMjY3NDE1,2267415,Anna,Kramer,1.5,2,0.0,3.5,Geography
VGVhY2hlci0yMjQ4MTQ2,2248146,Nicolas,Barrette,5.0,2,100.0,3.5,Architecture
VGVhY2hlci0yMjc1ODA0,2275804,Lewis,Kale,4.0,1,100.0,3.0,Social Science
VGVhY2hlci0yMjcxODY2,2271866,Peter,Rutherford,5.0,1,100.0,3.0,Computer Science
VGVhY2hlci0yMjQwMzI4,2240328,Nicole,Charles,5.0,1,100.0,4.0,Women's Studies
VGVhY2hlci0yMjI1MTc0,2225174,Andrew,Tilley,5.0,2,100.0,3.5,Chemistry
VGVhY2hlci0yMjE2NjYy,2216662,David,Ruggiero,4.5,2,100.0,2.5,Engineering
VGVhY2hlci0yMDY2NzA0,2066704,Maria,Brosius,3.4,4,0.0,2.8,History
VGVhY2hlci0xNjg3NzI4,1687728,Amir,Manbachi,5.0,14,100.0,2.3,Engineering
VGVhY2hlci0yMTU5Nzgz,2159783,Konstantinos,Papazoglou,5.0,1,100.0,4.0,Psychology
VGVhY2hlci0yMDk0ODU2,2094856,Ryan,Hall,4.5,3,100.0,2.3,History
VGVhY2hlci0yMDI0NzI2,2024726,Michael,Donnelly,5.0,2,-1.0,2.5,English
VGVhY2hlci0yMTEzMjU0,2113254,Marc,Solby,4.5,1,-1.0,3.0,Business
VGVhY2hlci0yMDc0OTc5,2074979,Pradeep,Kumar,4.5,1,-1.0,4.0,Economics
VGVhY2hlci0yMDA3MzY5,2007369,Daniel,Rowe,4.8,2,-1.0,2.5,Mathematics
VGVhY2hlci0yMDQ2MTkz,2046193,Cara,Orzech,2.5,1,-1.0,4.0,Accounting
VGVhY2hlci0xNzQ4MDYy,1748062,Charles,Repp,4.2,9,-1.0,2.8,Philosophy
VGVhY2hlci0xODM1ODQx,1835841,Rawya,Tousson,4.8,2,-1.0,2.0,Languages
VGVhY2hlci0xOTAyOTU4,1902958,Astrida,Neimenis,4.0,3,-1.0,3.0,Women's Studies
VGVhY2hlci0xMDA0MTU0,1004154,Brookes,Sommerville,4.3,6,-1.0,2.8,Philosophy
VGVhY2hlci0xOTE5MzE3,1919317,Foguni,Gugugi,2.0,1,-1.0,1.0,Design
VGVhY2hlci0xOTE4OTQw,1918940,Hélène,Desgagnés,3.0,1,-1.0,3.0,Economics
VGVhY2hlci0xNzMxNjQ3,1731647,Claudio,Palomares,4.5,2,-1.0,2.5,Languages
VGVhY2hlci0xOTA0NDA3,1904407,Alex,Mihailidis,5.0,1,-1.0,1.0,Engineering
VGVhY2hlci0xODc1MzIx,1875321,Kyle,Anstey,1.0,2,-1.0,4.5,Philosophy
VGVhY2hlci0xNjY2NTc5,1666579,Barrett,Spencer,3.8,2,-1.0,2.0,Biology
VGVhY2hlci0xODM1NTgz,1835583,Thom,Vernon,5.0,1,-1.0,3.0,Writing
VGVhY2hlci0xODEyNTA2,1812506,Mohammad,Shakourifar,5.0,2,-1.0,1.0,Computer Science
VGVhY2hlci0xODIzMDM4,1823038,Larysa,Kuzmenko,4.0,3,-1.0,2.0,Music
VGVhY2hlci0xODIzMDQ0,1823044,Mary Ann,Parker,1.5,1,-1.0,5.0,Music
VGVhY2hlci0xODA2MzY4,1806368,Meysam,Zargham,5.0,1,-1.0,3.0,Engineering
VGVhY2hlci0xNzUyMzUz,1752353,Gabriel,Placienza,1.0,2,-1.0,3.0,Engineering
VGVhY2hlci0xNzUzNzA4,1753708,Syed,Hussain,5.0,1,-1.0,3.0,Religion
VGVhY2hlci0xMTg0NDUy,1184452,Sandra,Bucerius,5.0,2,-1.0,3.0,Criminal Justice
VGVhY2hlci0xNzAyNzQw,1702740,Jane,Wolff,4.0,1,-1.0,3.0,Architecture
VGVhY2hlci0xNDMyMDEx,1432011,Ella,Soper-Jones,5.0,2,-1.0,2.0,English
VGVhY2hlci01MjE2MDc=,521607,Dina,Georgis,5.0,1,-1.0,4.0,Women's Studies
VGVhY2hlci0xMjI1OTUx,1225951,John,Christopoulos,4.9,7,-1.0,3.0,Humanities
VGVhY2hlci0xMzEwMTAw,1310100,Charlotte,Youngson,5.0,2,-1.0,3.0,Biology
VGVhY2hlci0xNTY1MTY1,1565165,Peter,Tan,5.0,1,-1.0,1.0,Engineering
VGVhY2hlci04MzE3NTM=,831753,Peter,Benson,5.0,2,-1.0,2.5,Law
VGVhY2hlci05MDA2NzQ=,900674,Michael,Iwama,4.9,8,-1.0,2.8,Medicine
VGVhY2hlci05NzM2NTk=,973659,Laura,Rosella,5.0,1,-1.0,3.0,Statistics
VGVhY2hlci0yMTY5MTEw,2169110,Thomas,Reynolds,0.0,0,-1.0,0.0,Religion
VGVhY2hlci0yMDc2ODY4,2076868,Abdallah,Farraj,0.0,0,-1.0,0.0,Engineering
VGVhY2hlci0xNjUxNTYx,1651561,Christine,Bear,0.0,0,-1.0,0.0,Biochemistry
VGVhY2hlci0xNjI1NzQx,1625741,Leonard,Griffiths,0.0,0,-1.0,0.0,Law
VGVhY2hlci0zMTU2NjQx,3156641,Tyler ,Pennock,0.0,0,-1.0,0.0,Humanities
VGVhY2hlci0zMDc4NDAy,3078402,Matthew,Scarfone,0.0,0,-1.0,0.0,Philosophy
VGVhY2hlci0zMDc1NDE2,3075416,Ryan ,Stafford,0.0,0,-1.0,0.0,English
VGVhY2hlci0zMDcxODE1,3071815,Laura,Hare,0.0,0,-1.0,0.0,Religion
VGVhY2hlci0zMTYwMjgw,3160280,Natasha,Goel,0.0,0,-1.0,0.0,Political Science
VGVhY2hlci0zMDI4MDY4,3028068,Alice,Rolf,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0zMDI2NjY2,3026666,Melissa,Bush,0.0,0,-1.0,0.0,Women's Studies
VGVhY2hlci0zMDI2MTE1,3026115,Ari,Finnsson,0.0,0,-1.0,0.0,History
VGVhY2hlci0zMDIyNTU4,3022558,Justin,Morris,0.0,0,-1.0,0.0,Humanities
VGVhY2hlci0zMDE2MzYw,3016360,Ira,Jacobs,0.0,0,-1.0,0.0,Physical Education
VGVhY2hlci0zMDQ1ODI5,3045829,Suzanne,Caderette,0.0,0,-1.0,0.0,Pharmacology
VGVhY2hlci0zMDMxMzU5,3031359,Tracey,Edelist,0.0,0,-1.0,0.0,Languages
VGVhY2hlci0zMTUyODE3,3152817,Pan,Chen,0.0,0,-1.0,0.0,Computer Science
VGVhY2hlci0zMTI1ODI5,3125829,Lijia,WANG,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0zMTIzMTAy,3123102,Narmada,Varadarajan,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0zMTIyNjcy,3122672,Delaram,Farzanfar,0.0,0,-1.0,0.0,Psychology
VGVhY2hlci0zMTIwODkz,3120893,Oliver ,Ernst,0.0,0,-1.0,0.0,Biochemistry
VGVhY2hlci0zMTIxMDU2,3121056,Jiazhou,Bi,0.0,0,-1.0,0.0,Information Science
VGVhY2hlci0zMTUzNjQz,3153643,Logan,Murphy,0.0,0,-1.0,0.0,Computer Science
VGVhY2hlci0zMTA2NjY4,3106668,Stuart,Stuart Campbell,0.0,0,-1.0,0.0,Accounting
VGVhY2hlci0zMTA0MzEz,3104313,Maria,Mendez-Gutierrez,0.0,0,-1.0,0.0,Political Science
VGVhY2hlci0zMTE5MTQ3,3119147,Oliver ,Pankratz,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0zMTA4MTAw,3108100,Song,Jiang,0.0,0,-1.0,0.0,Languages
VGVhY2hlci0zMTA5NTgx,3109581,Kayla,akler,0.0,0,-1.0,0.0,Classics
VGVhY2hlci0yOTk1MjYy,2995262,Liang ,Chen,0.0,0,-1.0,0.0,Business
VGVhY2hlci0zMTU1MzAw,3155300,Sheryl,Lightfoot,0.0,0,-1.0,0.0,Political Science
VGVhY2hlci0zMDAxMDkx,3001091,Melissande,Tomcik,0.0,0,-1.0,0.0,Classics
VGVhY2hlci0zMDEwODUw,3010850,Valerie,Dube,0.0,0,-1.0,0.0,Medicine
VGVhY2hlci0zMDA2Njg5,3006689,jacqueline ,beaudry,0.0,0,-1.0,0.0,Health Science
VGVhY2hlci0zMTI5NTUy,3129552,Anna,Szakaly,0.0,0,-1.0,0.0,Languages
VGVhY2hlci0zMTQ3MTU5,3147159,Erin,Mick,0.0,0,-1.0,0.0,Film
VGVhY2hlci0zMTE3NDQ2,3117446,Maykal,Bailey,0.0,0,-1.0,0.0,Criminal Justice
VGVhY2hlci0zMTM3Mzg4,3137388,Jeremy,Ko,0.0,0,-1.0,0.0,Computer Science
VGVhY2hlci0zMTMzODQy,3133842,Michael,Jorgensen,0.0,0,-1.0,0.0,Physical Education
VGVhY2hlci0zMDI1NjY1,3025665,Melissa,Hunte,0.0,0,-1.0,0.0,Education
VGVhY2hlci0zMDM4MTcw,3038170,Claire,Brett,0.0,0,-1.0,0.0,Education
VGVhY2hlci0yNzg3NTcy,2787572,Roberta,Buiani,0.0,0,-1.0,0.0,"Arts, Culture & Media"
VGVhY2hlci0yNzA0MjY4,2704268,Nuria,Montblanch,0.0,0,-1.0,0.0,Architecture
VGVhY2hlci0yNjc0NTEz,2674513,Susan,Ruddick,0.0,0,-1.0,0.0,Geography
VGVhY2hlci0yODgzODQy,2883842,Robert,Stellick ,0.0,0,-1.0,0.0,Law
VGVhY2hlci0yNzA2OTU1,2706955,Phyllis,Tian,0.0,0,-1.0,0.0,Science
VGVhY2hlci0yNjc4MjIw,2678220,Rachel,T.,0.0,0,-1.0,0.0,Writing
VGVhY2hlci0yNzcxNjY2,2771666,Promise,Skinner,0.0,0,-1.0,0.0,Criminal Justice
VGVhY2hlci0yOTAzMDc1,2903075,Raj ,Soni,0.0,0,-1.0,0.0,English
VGVhY2hlci0yOTIyMDc2,2922076,Abdullah,Shams,0.0,0,-1.0,0.0,Engineering
VGVhY2hlci0yOTA3NTE3,2907517,Tia,Sager,0.0,0,-1.0,0.0,Art History
VGVhY2hlci0yOTQzODY0,2943864,Arun,Paramenkanti,0.0,0,-1.0,0.0,Physics
VGVhY2hlci0yOTE3MDk3,2917097,Stefan ,Macleod ,0.0,0,-1.0,0.0,Political Science
VGVhY2hlci0yOTA3MTQ1,2907145,Tim,Gadanidis,0.0,0,-1.0,0.0,Languages
VGVhY2hlci0yNjIyMDQ1,2622045,Anthony,Mattacchione,0.0,0,-1.0,0.0,Architecture
VGVhY2hlci0yODY4NjE3,2868617,Ya-Huei,Chin,0.0,0,-1.0,0.0,Engineering
VGVhY2hlci0yOTAzMDc1,2903075,Raj ,Soni,0.0,0,-1.0,0.0,English
VGVhY2hlci0yOTIyMDc2,2922076,Abdullah,Shams,0.0,0,-1.0,0.0,Engineering
VGVhY2hlci0yOTA3NTE3,2907517,Tia,Sager,0.0,0,-1.0,0.0,Art History
VGVhY2hlci0yOTQzODY0,2943864,Arun,Paramenkanti,0.0,0,-1.0,0.0,Physics
VGVhY2hlci0yOTE3MDk3,2917097,Stefan ,Macleod ,0.0,0,-1.0,0.0,Political Science
VGVhY2hlci0yOTA3MTQ1,2907145,Tim,Gadanidis,0.0,0,-1.0,0.0,Languages
VGVhY2hlci0yNjIyMDQ1,2622045,Anthony,Mattacchione,0.0,0,-1.0,0.0,Architecture
VGVhY2hlci0yNjA0NDQ1,2604445,Barend,Beekhuizen,0.0,0,-1.0,0.0,Computer Science
VGVhY2hlci0yNTE2Nzkz,2516793,Mons,Chan,0.0,0,-1.0,0.0,Economics
VGVhY2hlci0yNDcxNjEw,2471610,Janice,Fraser,0.0,0,-1.0,0.0,Theater
VGVhY2hlci0yNDAyOTM4,2402938,Nicholas,Spence,0.0,0,-1.0,0.0,Health Science
VGVhY2hlci0yMzg2OTE0,2386914,Marc,LaFlamme,0.0,0,-1.0,0.0,Chemistry
VGVhY2hlci0yMzQyMDg2,2342086,Bryan,Reece,0.0,0,-1.0,0.0,Philosophy
VGVhY2hlci0yMzMwNTE0,2330514,Mariana,Bockarova,0.0,0,-1.0,0.0,Psychology
VGVhY2hlci0yMjc0Mjc3,2274277,Markus,Stock,0.0,0,-1.0,0.0,Languages
VGVhY2hlci0yMjYxNzcx,2261771,Tuba,Eldem,0.0,0,-1.0,0.0,Political Science
VGVhY2hlci0yMjM4Mjcw,2238270,Mina,Momeni,0.0,0,-1.0,0.0,Fine Arts
VGVhY2hlci0yMTM2NzAw,2136700,Mike,Molloy,0.0,0,-1.0,0.0,Computer Science
VGVhY2hlci0yMTcwMjAz,2170203,Sylvia,Kemenoff,0.0,0,-1.0,0.0,Psychology
VGVhY2hlci0yMTY0ODY3,2164867,Brenda,Webster-Tweel,0.0,0,-1.0,0.0,Architecture
VGVhY2hlci0yMTE1MTky,2115192,Robert,Papazian,0.0,0,-1.0,0.0,Business
VGVhY2hlci0yMDE3MTMw,2017130,Umit,Durghe,0.0,0,-1.0,0.0,Classics
VGVhY2hlci0xODEwMzE3,1810317,Rachel,Seelig,0.0,0,-1.0,0.0,Literature
VGVhY2hlci0xODA5Mzkx,1809391,Lee,Fujii,0.0,0,-1.0,0.0,Political Science
VGVhY2hlci0xNjQ4OTc2,1648976,Avi,Chakrabartty,0.0,0,-1.0,0.0,Biology
VGVhY2hlci0zMTUwNzY0,3150764,Aryen,Hoekstra,0.0,0,-1.0,0.0,"Arts, Culture & Media"
VGVhY2hlci0zMTE2NjIw,3116620,Xiaocui,Yue,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0zMTE0MzI2,3114326,Mir,Kabir,0.0,0,-1.0,0.0,Economics
VGVhY2hlci0zMTEzNzE5,3113719,Ali,Bereyhi,0.0,0,-1.0,0.0,Engineering
VGVhY2hlci0zMTEyMzY5,3112369,Rewad,Assi,0.0,0,-1.0,0.0,Computer Science
VGVhY2hlci0zMTI1NTI0,3125524,Ann,Zhang,0.0,0,-1.0,0.0,Biology
VGVhY2hlci0zMTI0MTY4,3124168,Sue,Lloyd,0.0,0,-1.0,0.0,Fine Arts
VGVhY2hlci0zMTI0MTY0,3124164,June,Pak,0.0,0,-1.0,0.0,Fine Arts
VGVhY2hlci0zMTIyMzMx,3122331,Taryn,Eadie,0.0,0,-1.0,0.0,Economics
VGVhY2hlci0zMTE5NDc3,3119477,Jacob,Yau,0.0,0,-1.0,0.0,Law
VGVhY2hlci0zMTEzMDc2,3113076,Moses ,Karanja,0.0,0,-1.0,0.0,Political Science
VGVhY2hlci0zMTYwMjI3,3160227,Salma,Sheikh-Mohamed ,0.0,0,-1.0,0.0,Biology
VGVhY2hlci0zMDI2NjI4,3026628,Dionne,Aleman,0.0,0,-1.0,0.0,Engineering
VGVhY2hlci0zMDIxOTk1,3021995,James,John,0.0,0,-1.0,0.0,Philosophy
VGVhY2hlci0zMDIxNzgx,3021781,Anjana ,Dattani,0.0,0,-1.0,0.0,Business
VGVhY2hlci0zMDIxMzg0,3021384,Melissa,Levin,0.0,0,-1.0,0.0,Humanities
VGVhY2hlci0zMDA2NzYw,3006760,Rakesh ,Sengupta ,0.0,0,-1.0,0.0,English
VGVhY2hlci0zMDA2NzYx,3006761,Jessica,Bytautas,0.0,0,-1.0,0.0,Health Science
VGVhY2hlci0zMDA2MDkz,3006093,Boris,Braverman,0.0,0,-1.0,0.0,Physics
VGVhY2hlci0zMDc0NTUz,3074553,Maria,Mendez Gutierrez,0.0,0,-1.0,0.0,Political Science
VGVhY2hlci0zMDY0OTI1,3064925,Aalaya,Milne,0.0,0,-1.0,0.0,Physical Education
VGVhY2hlci0zMDY0MDYx,3064061,David,Levin,0.0,0,-1.0,0.0,Computer Science
VGVhY2hlci0zMDYyNjk3,3062697,Maryam,Khaqan,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0zMDU2OTY0,3056964,Keith,Collaco,0.0,0,-1.0,0.0,Health Science
VGVhY2hlci0zMDUxNDg0,3051484,Corry,Azzopardi,0.0,0,-1.0,0.0,Social Work
VGVhY2hlci0zMDQ1NzY1,3045765,Mina,Mohammadi ,0.0,0,-1.0,0.0,Business
VGVhY2hlci0zMDM4MTcz,3038173,Clare,Brett ,0.0,0,-1.0,0.0,Education
VGVhY2hlci0zMDYzNDky,3063492,Dilyara,Agisheva,0.0,0,-1.0,0.0,History
VGVhY2hlci0zMDY4NTc5,3068579,Andrew,Westoll ,0.0,0,-1.0,0.0,Literature
VGVhY2hlci0zMDg3Mzk2,3087396,Karthik,Ganesan,0.0,0,-1.0,0.0,Engineering
VGVhY2hlci0zMDgxNDc3,3081477,brenda ,cossmen,0.0,0,-1.0,0.0,Law
VGVhY2hlci0zMDc5NjQ1,3079645,Diego ,Tuesta,0.0,0,-1.0,0.0,Criminal Justice
VGVhY2hlci0zMTU4NDA3,3158407,Kevin,Mott,0.0,0,-1.0,0.0,Finance
VGVhY2hlci0zMTQ1ODgy,3145882,Sarah, Jensen,0.0,0,-1.0,0.0,"Arts, Culture & Media"
VGVhY2hlci0zMTM1MTU5,3135159,Katherine ,Zagrodney,0.0,0,-1.0,0.0,Health Science
VGVhY2hlci0zMTMzOTc5,3133979,Carol,Percy,0.0,0,-1.0,0.0,English
VGVhY2hlci0zMTMyMTQ3,3132147,Daniel,McGee,0.0,0,-1.0,0.0,Economics
VGVhY2hlci0yOTk4ODE4,2998818,Mathias,Braun,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0yOTk2ODAy,2996802,Mohammad,Fadel,0.0,0,-1.0,0.0,Law
VGVhY2hlci0yOTk1NTk0,2995594,Andreas,Chariot,0.0,0,-1.0,0.0,Accounting
VGVhY2hlci0zMTI2OTk2,3126996,Nathanael,Caveney,0.0,0,-1.0,0.0,Pharmacology
VGVhY2hlci0yNjQ0NjIw,2644620,Pushparaj,Acharya,0.0,0,-1.0,0.0,Ethnic Studies
VGVhY2hlci0yNjE4MTI1,2618125,Ted,Sargent,0.0,0,-1.0,0.0,Engineering
VGVhY2hlci0yNTIxNjY1,2521665,Sean,Capener,0.0,0,-1.0,0.0,Religion
VGVhY2hlci0yOTg5NTMy,2989532,Mohamed,Sayed,0.0,0,-1.0,0.0,Engineering
VGVhY2hlci0yOTUxOTgy,2951982,Jun,Yuan,0.0,0,-1.0,0.0,Business
VGVhY2hlci0yOTMxMTk2,2931196,Dylan,Shaul,0.0,0,-1.0,0.0,Philosophy
VGVhY2hlci0yOTE4NjQx,2918641,Dmitriy,Panchenko,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0yOTAzMDE5,2903019,Kate,Neville ,0.0,0,-1.0,0.0,Political Science
VGVhY2hlci0yOTc4NTEy,2978512,Luis,Nieto-Barajas,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0yOTE3MTgx,2917181,Brenda,Mori,0.0,0,-1.0,0.0,Health Science
VGVhY2hlci0yOTM0NzU5,2934759,Tegan,Maharaj,0.0,0,-1.0,0.0,Information Science
VGVhY2hlci0yOTEzNTA1,2913505,Michael,Karambatos,0.0,0,-1.0,0.0,Law
VGVhY2hlci0yODkwMDkw,2890090,Jonathon,Ditlev,0.0,0,-1.0,0.0,Biochemistry
VGVhY2hlci0yODkyNzU5,2892759,Fabiola,Cruze Li,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0yOTE1Mzk2,2915396,Jaimie,Coleman,0.0,0,-1.0,0.0,Health Science
VGVhY2hlci0yOTQyNjYy,2942662,Kaixin,Chen,0.0,0,-1.0,0.0,Educational Research
VGVhY2hlci0yNTY4ODAw,2568800,Stevo,Todorcevic,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0yNjkyNzQ0,2692744,Alex,Yang,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0yNzY1NTQx,2765541,Caroline,Parins-Fukuchi,0.0,0,-1.0,0.0,Biology
VGVhY2hlci0yNjcxODAz,2671803,mikko,taipale,0.0,0,-1.0,0.0,Biology
VGVhY2hlci0yODMxODgz,2831883,Siphelele,Danisa,0.0,0,-1.0,0.0,Computer Science
VGVhY2hlci0yODU0OTI2,2854926,Aman,Patra,0.0,0,-1.0,0.0,Film
VGVhY2hlci0yODg2MDI3,2886027,Paul,Chipperton,0.0,0,-1.0,0.0,Management
VGVhY2hlci0yODg1NzU3,2885757,John,McGaughey,0.0,0,-1.0,0.0,English
VGVhY2hlci0yODU3NjIx,2857621,Debra,Wunch,0.0,0,-1.0,0.0,Physics
VGVhY2hlci0yODc0NzM1,2874735,Leon,Lee,0.0,0,-1.0,0.0,Computer Science
VGVhY2hlci0yODcyOTQ5,2872949,Israel,Sigal,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0yODYxODE0,2861814,Jessice,Mace,0.0,0,-1.0,0.0,Art History
VGVhY2hlci0yMzg5MzQ0,2389344,Benjamin,Goldstein,0.0,0,-1.0,0.0,Medicine
VGVhY2hlci0yNDQwNjE1,2440615,Vojin,Majstorovic,0.0,0,-1.0,0.0,History
VGVhY2hlci0yMzQyMDg3,2342087,Brian,Embry,0.0,0,-1.0,0.0,Philosophy
VGVhY2hlci0yMzM1NzY3,2335767,Jennifer,Bethell,0.0,0,-1.0,0.0,Health Science
VGVhY2hlci0yMzEzNzg5,2313789,Shashi,Kant,0.0,0,-1.0,0.0,Environment
VGVhY2hlci0yNDU4MzQ3,2458347,Oliver,Bennett,0.0,0,-1.0,0.0,Mathematics
VGVhY2hlci0yMTY0ODY3,2164867,Brenda,Webster-Tweel,0.0,0,-1.0,0.0,Architecture
VGVhY2hlci0yMDYwNzQ3,2060747,Ryan ,Olfert,0.0,0,-1.0,0.0,Theater
